Opp ID,Opp Name,Account Name,Region,Industry,Status,Priority,Win Probability,Order Value,Closing Date,Opportunity Type,Sales Lead Name,Product Name,Opportunity Phase
OPP_740,Opportunity 740,Wayne Enterprises,North America,Technology,Pending,Medium,82,30915,2024-2-5,Upsell,Jane Smith,Salesforce,Qualification
OPP_741,Opportunity 741,Acme Corp,North America,Healthcare,Closed Lost,Low,34,33267,2023-3-17,Upsell,John Doe,Marketing Cloud,Qualification
OPP_742,Opportunity 742,Wayne Enterprises,APAC,Healthcare,New,Low,88,85438,2023-1-3,New Business,Michael Jones,Marketing Cloud,Qualification
OPP_743,Opportunity 743,LexCorp,North America,Finance,Pending,High,85,31506,2023-10-5,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_744,Opportunity 744,Litware Inc,North America,Finance,Pending,Low,24,60598,2023-12-21,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_745,Opportunity 745,LexCorp,APAC,Technology,Closed Lost,High,58,50696,2024-12-26,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_746,Opportunity 746,Acme Corp,North America,Healthcare,Pending,Low,64,5242,2023-1-24,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_747,Opportunity 747,Wayne Enterprises,South America,Retail,Closed Lost,Medium,87,38919,2024-1-28,Cross-sell,John Doe,Salesforce,Closed Won
OPP_748,Opportunity 748,Wayne Enterprises,APAC,Retail,Pending,Low,58,56854,2023-6-5,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_749,Opportunity 749,Litware Inc,APAC,Technology,Pending,High,83,66016,2023-5-13,New Business,John Doe,Service Cloud,Closed Won
OPP_750,Opportunity 750,Litware Inc,APAC,Finance,Closed Lost,Medium,32,77356,2023-2-8,Upsell,Jane Smith,Marketing Cloud,Closed Lost
OPP_751,Opportunity 751,LexCorp,EMEA,Finance,Closed Lost,High,81,79273,2023-7-28,Cross-sell,John Doe,Marketing Cloud,Closed Lost
OPP_752,Opportunity 752,Acme Corp,APAC,Retail,Closed Won,Medium,21,99849,2023-5-12,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_753,Opportunity 753,LexCorp,APAC,Technology,New,Medium,77,67988,2023-8-25,Cross-sell,John Doe,Marketing Cloud,Qualification
OPP_754,Opportunity 754,Litware Inc,South America,Retail,Pending,High,44,14727,2023-2-23,Cross-sell,John Doe,Service Cloud,Proposal/Quote
OPP_755,Opportunity 755,Acme Corp,North America,Retail,Closed Lost,High,53,30328,2023-7-10,Cross-sell,Michael Jones,Service Cloud,Closed Lost
OPP_756,Opportunity 756,Acme Corp,North America,Technology,New,Low,26,91987,2024-6-25,New Business,John Doe,Salesforce,Closed Won
OPP_757,Opportunity 757,Acme Corp,South America,Healthcare,New,High,74,42768,2023-1-7,Upsell,Jane Smith,Marketing Cloud,Closed Lost
OPP_758,Opportunity 758,Wayne Enterprises,APAC,Retail,Pending,Medium,61,48659,2024-8-6,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_759,Opportunity 759,Litware Inc,North America,Finance,New,High,64,94902,2023-8-19,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_760,Opportunity 760,Wayne Enterprises,North America,Technology,New,High,29,14121,2024-9-27,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_761,Opportunity 761,LexCorp,APAC,Finance,Closed Lost,Low,23,87049,2023-1-20,Upsell,John Doe,Marketing Cloud,Negotiation
OPP_762,Opportunity 762,LexCorp,North America,Retail,New,Medium,58,92721,2024-5-18,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_763,Opportunity 763,Wayne Enterprises,North America,Technology,Pending,Low,59,51199,2023-1-9,New Business,Michael Jones,Salesforce,Negotiation
OPP_764,Opportunity 764,Litware Inc,APAC,Technology,Pending,Medium,61,78561,2023-3-4,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_765,Opportunity 765,Wayne Enterprises,APAC,Finance,Pending,High,38,40338,2024-12-20,New Business,Michael Jones,Marketing Cloud,Closed Won
OPP_766,Opportunity 766,Litware Inc,South America,Technology,Pending,High,24,12294,2023-11-4,New Business,John Doe,Marketing Cloud,Closed Won
OPP_767,Opportunity 767,Wayne Enterprises,North America,Retail,Closed Lost,Medium,34,47605,2023-4-14,New Business,John Doe,Marketing Cloud,Closed Lost
OPP_768,Opportunity 768,Litware Inc,APAC,Retail,New,Medium,49,80436,2023-5-1,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_769,Opportunity 769,Litware Inc,South America,Technology,New,Medium,65,3383,2023-1-4,New Business,Michael Jones,Salesforce,Closed Won
OPP_770,Opportunity 770,Acme Corp,EMEA,Finance,Closed Lost,High,65,89881,2024-2-6,New Business,Jane Smith,Service Cloud,Qualification
OPP_771,Opportunity 771,Litware Inc,South America,Finance,Pending,Medium,28,34186,2023-1-14,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_772,Opportunity 772,Litware Inc,APAC,Technology,Closed Lost,Low,48,87430,2024-5-25,Upsell,John Doe,Salesforce,Closed Won
OPP_773,Opportunity 773,Wayne Enterprises,EMEA,Finance,Closed Won,Low,24,94402,2023-6-26,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_774,Opportunity 774,Acme Corp,APAC,Healthcare,New,High,77,76687,2024-5-7,New Business,Michael Jones,Salesforce,Closed Lost
OPP_775,Opportunity 775,Litware Inc,APAC,Healthcare,Closed Lost,High,42,33802,2024-7-22,Upsell,John Doe,Marketing Cloud,Qualification
OPP_776,Opportunity 776,LexCorp,South America,Healthcare,New,Low,81,56193,2024-1-26,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_777,Opportunity 777,Acme Corp,North America,Healthcare,Closed Won,Low,47,1509,2024-6-24,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_778,Opportunity 778,LexCorp,North America,Healthcare,Pending,Medium,35,33622,2023-10-23,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_779,Opportunity 779,Acme Corp,APAC,Finance,New,High,87,66501,2023-9-21,Cross-sell,John Doe,Service Cloud,Closed Lost
OPP_780,Opportunity 780,Acme Corp,APAC,Technology,New,High,20,4844,2024-4-17,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_781,Opportunity 781,Acme Corp,South America,Finance,Closed Lost,Low,27,23608,2024-8-10,New Business,Michael Jones,Marketing Cloud,Closed Won
OPP_782,Opportunity 782,Wayne Enterprises,South America,Finance,Closed Lost,High,37,50987,2024-12-28,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_783,Opportunity 783,Litware Inc,South America,Healthcare,Closed Won,Low,81,99115,2024-6-17,New Business,Jane Smith,Salesforce,Closed Lost
OPP_784,Opportunity 784,Litware Inc,APAC,Retail,Closed Lost,Low,22,83034,2023-11-26,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_785,Opportunity 785,Acme Corp,APAC,Finance,Pending,Low,23,75158,2024-4-7,Cross-sell,John Doe,Service Cloud,Qualification
OPP_786,Opportunity 786,Wayne Enterprises,South America,Technology,Pending,Low,75,29044,2024-3-1,New Business,Jane Smith,Service Cloud,Negotiation
OPP_787,Opportunity 787,LexCorp,North America,Technology,Closed Won,Low,63,87514,2024-3-24,Upsell,Michael Jones,Marketing Cloud,Qualification
OPP_788,Opportunity 788,Acme Corp,South America,Finance,New,Medium,77,71031,2023-5-2,New Business,Michael Jones,Salesforce,Qualification
OPP_789,Opportunity 789,Acme Corp,South America,Retail,New,Medium,24,94511,2023-10-2,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_790,Opportunity 790,LexCorp,North America,Technology,Closed Lost,Medium,90,26966,2023-7-6,New Business,Michael Jones,Service Cloud,Closed Won
OPP_791,Opportunity 791,LexCorp,South America,Retail,Closed Won,High,60,28995,2023-2-13,New Business,Michael Jones,Service Cloud,Negotiation
OPP_792,Opportunity 792,Litware Inc,North America,Technology,Closed Lost,Medium,64,36423,2024-6-28,Upsell,Michael Jones,Service Cloud,Qualification
OPP_793,Opportunity 793,Wayne Enterprises,North America,Technology,Pending,High,59,73103,2023-8-26,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_794,Opportunity 794,Litware Inc,APAC,Finance,New,Low,88,40278,2023-10-28,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_795,Opportunity 795,LexCorp,North America,Healthcare,New,Low,47,10364,2023-8-2,New Business,John Doe,Marketing Cloud,Closed Won
OPP_796,Opportunity 796,Litware Inc,North America,Healthcare,Closed Won,High,41,68198,2023-10-24,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_797,Opportunity 797,LexCorp,EMEA,Technology,Closed Won,Medium,46,42729,2023-6-4,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_798,Opportunity 798,Wayne Enterprises,South America,Retail,Pending,High,45,85174,2023-10-26,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_799,Opportunity 799,Wayne Enterprises,South America,Finance,Closed Won,High,55,36456,2024-6-12,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_800,Opportunity 800,LexCorp,South America,Healthcare,Closed Won,Low,85,46110,2023-7-2,Cross-sell,Jane Smith,Marketing Cloud,Closed Lost
OPP_801,Opportunity 801,LexCorp,APAC,Technology,New,Medium,56,53108,2023-11-24,New Business,Michael Jones,Service Cloud,Closed Won
OPP_802,Opportunity 802,Wayne Enterprises,North America,Technology,Closed Won,High,54,56761,2024-3-28,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_803,Opportunity 803,Wayne Enterprises,APAC,Finance,Closed Lost,Low,25,33576,2023-8-4,Cross-sell,Michael Jones,Salesforce,Closed Won
OPP_804,Opportunity 804,Wayne Enterprises,APAC,Finance,New,Medium,67,91063,2024-2-16,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_805,Opportunity 805,Litware Inc,EMEA,Finance,New,Medium,49,9614,2024-12-11,Cross-sell,John Doe,Salesforce,Closed Won
OPP_806,Opportunity 806,Wayne Enterprises,South America,Finance,Pending,Medium,37,61004,2024-9-24,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_807,Opportunity 807,Litware Inc,EMEA,Retail,Pending,High,61,98630,2024-5-12,New Business,Michael Jones,Service Cloud,Qualification
OPP_808,Opportunity 808,Acme Corp,North America,Technology,Closed Won,Medium,36,74081,2024-10-17,New Business,Michael Jones,Marketing Cloud,Qualification
OPP_809,Opportunity 809,LexCorp,APAC,Healthcare,Pending,Medium,70,76528,2024-7-17,New Business,John Doe,Service Cloud,Closed Won
OPP_810,Opportunity 810,Wayne Enterprises,EMEA,Retail,New,High,64,69523,2024-12-21,New Business,Jane Smith,Salesforce,Negotiation
OPP_811,Opportunity 811,Acme Corp,EMEA,Retail,Closed Lost,Low,20,89593,2023-9-13,Cross-sell,John Doe,Salesforce,Qualification
OPP_812,Opportunity 812,Litware Inc,EMEA,Healthcare,Closed Lost,Low,22,76749,2024-12-1,Cross-sell,John Doe,Service Cloud,Closed Lost
OPP_813,Opportunity 813,Wayne Enterprises,North America,Healthcare,Closed Won,High,79,81355,2024-1-15,Cross-sell,John Doe,Salesforce,Proposal/Quote
OPP_814,Opportunity 814,Litware Inc,North America,Retail,Closed Lost,Low,22,9237,2024-10-3,New Business,John Doe,Service Cloud,Qualification
OPP_815,Opportunity 815,Litware Inc,North America,Finance,Closed Won,High,63,9892,2024-4-21,Upsell,Michael Jones,Salesforce,Closed Won
OPP_816,Opportunity 816,Wayne Enterprises,South America,Healthcare,Closed Lost,Medium,50,22383,2024-2-12,New Business,John Doe,Salesforce,Negotiation
OPP_817,Opportunity 817,Wayne Enterprises,APAC,Technology,Closed Lost,Low,50,30765,2023-1-11,Cross-sell,Jane Smith,Salesforce,Closed Won
OPP_818,Opportunity 818,LexCorp,North America,Technology,Closed Lost,Low,32,41986,2024-9-15,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_819,Opportunity 819,Acme Corp,North America,Retail,Pending,Medium,50,91708,2024-6-18,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_820,Opportunity 820,Acme Corp,North America,Technology,Closed Lost,Medium,43,9908,2024-5-4,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_821,Opportunity 821,Litware Inc,APAC,Technology,Pending,Medium,85,41301,2024-12-24,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_822,Opportunity 822,LexCorp,North America,Retail,Closed Won,High,25,65640,2023-2-11,New Business,Jane Smith,Service Cloud,Proposal/Quote
OPP_823,Opportunity 823,Litware Inc,North America,Technology,Pending,High,39,32100,2024-6-2,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_824,Opportunity 824,LexCorp,North America,Technology,Closed Lost,High,84,67468,2024-12-10,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_825,Opportunity 825,Wayne Enterprises,South America,Technology,New,Low,76,81960,2024-8-7,New Business,John Doe,Marketing Cloud,Closed Lost
OPP_826,Opportunity 826,Acme Corp,South America,Technology,Closed Won,Low,47,35902,2024-3-19,Cross-sell,John Doe,Salesforce,Proposal/Quote
OPP_827,Opportunity 827,Wayne Enterprises,South America,Finance,Closed Won,High,36,95157,2023-9-25,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_828,Opportunity 828,Wayne Enterprises,APAC,Healthcare,Pending,High,31,88565,2024-7-18,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_829,Opportunity 829,LexCorp,EMEA,Retail,New,Medium,59,23416,2024-10-23,Cross-sell,John Doe,Service Cloud,Qualification
OPP_830,Opportunity 830,Wayne Enterprises,South America,Technology,Pending,Low,67,83976,2023-5-13,New Business,Michael Jones,Service Cloud,Proposal/Quote
OPP_831,Opportunity 831,Litware Inc,APAC,Healthcare,Closed Won,Medium,81,36277,2023-8-25,New Business,John Doe,Service Cloud,Qualification
OPP_832,Opportunity 832,LexCorp,EMEA,Healthcare,Pending,High,22,39962,2024-7-19,New Business,Michael Jones,Salesforce,Closed Won
OPP_833,Opportunity 833,LexCorp,North America,Retail,Closed Lost,High,23,73828,2024-10-10,New Business,John Doe,Service Cloud,Qualification
OPP_834,Opportunity 834,LexCorp,APAC,Technology,Closed Won,Low,34,3269,2024-2-28,New Business,Michael Jones,Salesforce,Qualification
OPP_835,Opportunity 835,Litware Inc,EMEA,Finance,Closed Lost,High,23,66870,2024-3-9,Cross-sell,Jane Smith,Salesforce,Closed Won
OPP_836,Opportunity 836,Acme Corp,South America,Technology,New,Low,21,49810,2023-6-5,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_837,Opportunity 837,Wayne Enterprises,EMEA,Technology,Pending,High,36,85967,2023-6-1,New Business,John Doe,Marketing Cloud,Closed Lost
OPP_838,Opportunity 838,LexCorp,South America,Retail,Pending,Medium,74,40829,2024-10-15,Upsell,John Doe,Salesforce,Closed Won
OPP_839,Opportunity 839,Litware Inc,North America,Retail,New,High,63,11812,2023-4-3,Upsell,John Doe,Marketing Cloud,Closed Won
OPP_840,Opportunity 840,Litware Inc,South America,Technology,New,Medium,26,80246,2023-2-3,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_841,Opportunity 841,LexCorp,APAC,Finance,Pending,High,47,36236,2023-2-26,Cross-sell,Michael Jones,Service Cloud,Proposal/Quote
OPP_842,Opportunity 842,LexCorp,South America,Healthcare,New,Medium,37,81461,2023-9-23,Upsell,Jane Smith,Service Cloud,Negotiation
OPP_843,Opportunity 843,Litware Inc,North America,Healthcare,Pending,Medium,67,12450,2024-7-5,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_844,Opportunity 844,LexCorp,South America,Technology,New,Medium,88,86356,2023-1-10,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_845,Opportunity 845,Litware Inc,North America,Finance,New,Low,60,59627,2023-10-6,Upsell,John Doe,Salesforce,Qualification
OPP_846,Opportunity 846,Wayne Enterprises,APAC,Technology,Closed Won,Low,42,59826,2023-9-3,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_847,Opportunity 847,Wayne Enterprises,North America,Technology,Closed Won,High,22,54054,2024-3-16,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_848,Opportunity 848,Acme Corp,EMEA,Retail,Closed Won,Low,52,60071,2023-8-4,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_849,Opportunity 849,Litware Inc,North America,Retail,Closed Lost,High,75,57557,2024-5-6,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_850,Opportunity 850,Acme Corp,APAC,Technology,New,Medium,28,71157,2023-8-6,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_851,Opportunity 851,Acme Corp,EMEA,Finance,Closed Won,High,22,64244,2024-8-4,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_852,Opportunity 852,Acme Corp,EMEA,Retail,Closed Won,High,54,30364,2023-1-16,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_853,Opportunity 853,Acme Corp,APAC,Healthcare,New,Medium,33,61065,2024-3-1,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_854,Opportunity 854,Litware Inc,South America,Retail,Pending,Low,43,77914,2024-2-11,New Business,John Doe,Salesforce,Closed Lost
OPP_855,Opportunity 855,Wayne Enterprises,EMEA,Finance,Closed Lost,Medium,23,79402,2023-7-17,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_856,Opportunity 856,Litware Inc,EMEA,Healthcare,Closed Won,Medium,76,80853,2023-5-6,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_857,Opportunity 857,LexCorp,APAC,Technology,Closed Lost,Low,89,91794,2024-3-22,New Business,John Doe,Salesforce,Negotiation
OPP_858,Opportunity 858,Wayne Enterprises,EMEA,Retail,Closed Lost,High,69,38499,2024-6-21,New Business,Jane Smith,Marketing Cloud,Closed Won
OPP_859,Opportunity 859,Acme Corp,APAC,Finance,New,Low,84,69004,2024-6-5,New Business,John Doe,Salesforce,Proposal/Quote
OPP_860,Opportunity 860,LexCorp,EMEA,Finance,New,Medium,47,32238,2024-8-17,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_861,Opportunity 861,LexCorp,North America,Healthcare,Closed Lost,Low,77,55336,2023-8-1,Upsell,Jane Smith,Salesforce,Proposal/Quote
OPP_862,Opportunity 862,LexCorp,APAC,Healthcare,New,Medium,20,46225,2023-2-22,Upsell,Michael Jones,Salesforce,Negotiation
OPP_863,Opportunity 863,Acme Corp,APAC,Finance,Closed Lost,High,81,35278,2024-1-5,Cross-sell,Jane Smith,Salesforce,Closed Won
OPP_864,Opportunity 864,LexCorp,APAC,Retail,Closed Won,High,40,54907,2023-4-15,Cross-sell,John Doe,Salesforce,Qualification
OPP_865,Opportunity 865,Litware Inc,North America,Retail,Closed Lost,Medium,70,64846,2024-11-18,Upsell,John Doe,Service Cloud,Qualification
OPP_866,Opportunity 866,LexCorp,South America,Retail,New,Medium,90,8272,2023-5-20,Upsell,John Doe,Salesforce,Closed Lost
OPP_867,Opportunity 867,Litware Inc,EMEA,Technology,Closed Lost,Medium,84,51097,2024-8-17,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_868,Opportunity 868,Acme Corp,South America,Technology,Closed Lost,Low,55,91221,2024-1-7,New Business,Michael Jones,Salesforce,Qualification
OPP_869,Opportunity 869,Wayne Enterprises,APAC,Retail,Closed Won,Medium,89,25773,2024-12-21,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_870,Opportunity 870,Acme Corp,North America,Retail,Pending,Medium,32,82480,2023-9-13,Upsell,John Doe,Service Cloud,Qualification
OPP_871,Opportunity 871,Litware Inc,South America,Healthcare,Pending,Medium,84,76826,2024-11-1,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_872,Opportunity 872,Acme Corp,South America,Finance,Pending,Low,81,93473,2024-3-15,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_873,Opportunity 873,Litware Inc,South America,Finance,Closed Lost,Medium,70,8969,2024-10-18,New Business,John Doe,Salesforce,Closed Lost
OPP_874,Opportunity 874,LexCorp,North America,Retail,Pending,Medium,29,24916,2023-9-8,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_875,Opportunity 875,Acme Corp,South America,Healthcare,Pending,Low,49,74367,2023-10-18,New Business,Jane Smith,Marketing Cloud,Negotiation
OPP_876,Opportunity 876,LexCorp,EMEA,Finance,Closed Lost,Low,74,60113,2023-4-1,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_877,Opportunity 877,Litware Inc,APAC,Healthcare,Pending,Medium,82,79933,2023-12-24,Cross-sell,Jane Smith,Service Cloud,Closed Lost
OPP_878,Opportunity 878,Litware Inc,South America,Retail,New,High,33,1176,2024-12-7,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_879,Opportunity 879,Wayne Enterprises,North America,Healthcare,Closed Won,Low,40,96175,2023-10-26,Cross-sell,Michael Jones,Marketing Cloud,Qualification
OPP_880,Opportunity 880,LexCorp,EMEA,Healthcare,New,High,46,37457,2023-1-11,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_881,Opportunity 881,Wayne Enterprises,South America,Healthcare,New,High,38,26555,2024-2-10,Upsell,Michael Jones,Salesforce,Qualification
OPP_882,Opportunity 882,Litware Inc,APAC,Retail,New,High,38,98274,2023-5-13,New Business,Jane Smith,Service Cloud,Proposal/Quote
OPP_883,Opportunity 883,Acme Corp,South America,Finance,Closed Lost,Low,77,14349,2023-11-3,Upsell,John Doe,Salesforce,Closed Lost
OPP_884,Opportunity 884,Litware Inc,APAC,Healthcare,Pending,Low,81,10953,2023-7-23,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_885,Opportunity 885,Wayne Enterprises,APAC,Retail,Closed Lost,Low,51,70091,2024-9-7,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_886,Opportunity 886,LexCorp,APAC,Finance,Closed Won,High,24,2027,2024-9-8,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_887,Opportunity 887,Acme Corp,South America,Healthcare,Closed Won,Low,64,91114,2023-10-3,Upsell,John Doe,Salesforce,Negotiation
OPP_888,Opportunity 888,Acme Corp,APAC,Finance,Pending,Low,52,52119,2024-10-2,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_889,Opportunity 889,Wayne Enterprises,APAC,Retail,Pending,Medium,29,35922,2023-2-17,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_890,Opportunity 890,Litware Inc,EMEA,Retail,New,High,35,11585,2024-9-15,New Business,Michael Jones,Salesforce,Closed Won
OPP_891,Opportunity 891,Acme Corp,EMEA,Finance,Pending,High,67,74745,2023-8-14,Upsell,Michael Jones,Marketing Cloud,Qualification
OPP_892,Opportunity 892,Wayne Enterprises,North America,Retail,Pending,High,20,87831,2023-10-7,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_893,Opportunity 893,Wayne Enterprises,APAC,Technology,Pending,High,90,7986,2023-3-24,Cross-sell,John Doe,Salesforce,Closed Won
OPP_894,Opportunity 894,Wayne Enterprises,North America,Retail,New,Medium,67,88376,2023-11-23,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_895,Opportunity 895,Wayne Enterprises,EMEA,Retail,Closed Won,High,82,55935,2024-2-17,Cross-sell,Jane Smith,Service Cloud,Closed Lost
OPP_896,Opportunity 896,Litware Inc,APAC,Retail,Closed Won,Medium,60,78140,2023-11-22,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_897,Opportunity 897,Wayne Enterprises,APAC,Technology,Closed Won,High,32,12852,2024-4-18,New Business,John Doe,Marketing Cloud,Closed Won
OPP_898,Opportunity 898,Acme Corp,APAC,Retail,New,Low,51,88900,2024-4-20,Upsell,Jane Smith,Salesforce,Closed Lost
OPP_899,Opportunity 899,Wayne Enterprises,EMEA,Finance,Pending,Low,76,65042,2024-10-9,Upsell,Jane Smith,Salesforce,Negotiation
OPP_900,Opportunity 900,Litware Inc,APAC,Technology,New,High,85,6531,2024-9-15,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_901,Opportunity 901,Acme Corp,South America,Retail,Closed Lost,High,30,66280,2023-5-19,Upsell,Jane Smith,Service Cloud,Closed Lost
OPP_902,Opportunity 902,Wayne Enterprises,APAC,Healthcare,Closed Lost,Low,89,87117,2024-1-14,New Business,Michael Jones,Marketing Cloud,Negotiation
OPP_903,Opportunity 903,LexCorp,North America,Retail,New,Low,75,1494,2023-3-4,New Business,Jane Smith,Service Cloud,Closed Won
OPP_904,Opportunity 904,Acme Corp,EMEA,Technology,Closed Won,Low,35,94526,2024-1-7,New Business,Jane Smith,Service Cloud,Negotiation
OPP_905,Opportunity 905,Litware Inc,APAC,Retail,New,Low,56,78965,2024-4-28,New Business,John Doe,Salesforce,Closed Won
OPP_906,Opportunity 906,Acme Corp,EMEA,Finance,New,Medium,61,39621,2023-2-9,New Business,Jane Smith,Service Cloud,Qualification
OPP_907,Opportunity 907,Litware Inc,APAC,Retail,Closed Won,Low,80,22757,2023-1-8,Upsell,John Doe,Marketing Cloud,Qualification
OPP_908,Opportunity 908,Acme Corp,APAC,Retail,Closed Won,Medium,72,34989,2023-12-16,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_909,Opportunity 909,Litware Inc,APAC,Healthcare,New,Medium,45,67385,2023-7-18,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_910,Opportunity 910,Litware Inc,South America,Healthcare,Closed Lost,Medium,82,80594,2024-7-23,New Business,Jane Smith,Salesforce,Closed Won
OPP_911,Opportunity 911,Litware Inc,North America,Healthcare,New,Medium,50,94087,2023-12-5,Upsell,Jane Smith,Service Cloud,Qualification
OPP_912,Opportunity 912,Litware Inc,APAC,Healthcare,Closed Won,Medium,59,56007,2023-7-7,Upsell,John Doe,Marketing Cloud,Closed Won
OPP_913,Opportunity 913,Litware Inc,South America,Healthcare,Pending,High,85,33196,2024-3-27,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_914,Opportunity 914,LexCorp,EMEA,Healthcare,Closed Won,Medium,87,42947,2024-5-4,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_915,Opportunity 915,Litware Inc,North America,Healthcare,Closed Won,Low,45,70824,2023-3-5,Upsell,John Doe,Service Cloud,Closed Lost
OPP_916,Opportunity 916,Litware Inc,APAC,Finance,New,Medium,84,79508,2023-10-18,New Business,John Doe,Marketing Cloud,Negotiation
OPP_917,Opportunity 917,Litware Inc,APAC,Finance,Closed Lost,Low,81,93072,2024-5-15,Cross-sell,John Doe,Service Cloud,Proposal/Quote
OPP_918,Opportunity 918,Wayne Enterprises,EMEA,Technology,Closed Lost,Medium,70,26887,2023-12-22,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_919,Opportunity 919,LexCorp,EMEA,Healthcare,Pending,Low,90,80483,2023-4-7,Cross-sell,Jane Smith,Marketing Cloud,Negotiation
OPP_920,Opportunity 920,Litware Inc,EMEA,Technology,Closed Won,High,63,61782,2024-6-13,New Business,John Doe,Salesforce,Closed Lost
OPP_921,Opportunity 921,LexCorp,North America,Technology,Pending,Medium,61,42901,2023-6-23,New Business,Jane Smith,Salesforce,Closed Won
OPP_922,Opportunity 922,Wayne Enterprises,EMEA,Healthcare,Pending,High,64,77096,2024-10-1,Cross-sell,Jane Smith,Service Cloud,Proposal/Quote
OPP_923,Opportunity 923,Litware Inc,APAC,Retail,Pending,High,55,86149,2024-5-18,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_924,Opportunity 924,Wayne Enterprises,APAC,Retail,Closed Won,Low,81,53534,2024-12-26,Upsell,John Doe,Service Cloud,Proposal/Quote
